Date,Open,High,Low,Close,Adj Close,Volume
2019-10-28,2958.689941,2980.129883,2956.959961,2980.050049,2980.050049,173700.0
2019-10-29,2979.040039,2979.040039,2954.179932,2954.179932,2954.179932,166100.0
2019-10-30,2949.459961,2953.300049,2934.830078,2939.320068,2939.320068,158800.0
2019-10-31,2944.840088,2946.75,2923.52002,2929.060059,2929.060059,161600.0
2019-11-01,2924.340088,2959.830078,2917.149902,2958.199951,2958.199951,159900.0
2019-11-02,2924.340088,2959.830078,2917.149902,2958.199951,2958.199951,159900.0
2019-11-03,2924.340088,2959.830078,2917.149902,2958.199951,2958.199951,159900.0
2019-11-04,2964.580078,2983.060059,2964.580078,2975.48999,2975.48999,167200.0
2019-11-05,2977.699951,3008.310059,2968.030029,2991.560059,2991.560059,179900.0
2019-11-06,2992.040039,2995.560059,2969.719971,2978.600098,2978.600098,165300.0
2019-11-07,2978.149902,2988.959961,2969.120117,2978.709961,2978.709961,137000.0
2019-11-08,2993.97998,2998.76001,2962.840088,2964.179932,2964.179932,149700.0
2019-11-09,2993.97998,2998.76001,2962.840088,2964.179932,2964.179932,149700.0
2019-11-10,2993.97998,2998.76001,2962.840088,2964.179932,2964.179932,149700.0
2019-11-11,2949.959961,2949.959961,2906.77002,2909.969971,2909.969971,157900.0
2019-11-12,2913.0,2918.300049,2891.51001,2914.820068,2914.820068,129700.0
2019-11-13,2913.02002,2913.860107,2893.969971,2905.23999,2905.23999,129800.0
2019-11-14,2907.73999,2917.370117,2899.620117,2909.870117,2909.870117,129100.0
2019-11-15,2911.350098,2917.830078,2891.199951,2891.340088,2891.340088,135500.0
2019-11-16,2911.350098,2917.830078,2891.199951,2891.340088,2891.340088,135500.0
2019-11-17,2911.350098,2917.830078,2891.199951,2891.340088,2891.340088,135500.0
2019-11-18,2889.550049,2911.379883,2884.090088,2909.199951,2909.199951,124400.0
2019-11-19,2904.280029,2933.98999,2902.860107,2933.98999,2933.98999,135400.0
2019-11-20,2928.110107,2930.48999,2907.419922,2911.050049,2911.050049,137400.0
2019-11-21,2902.550049,2910.360107,2891.530029,2903.639893,2903.639893,123500.0
2019-11-22,2906.23999,2925.02002,2873.98999,2885.290039,2885.290039,158600.0
2019-11-23,2906.23999,2925.02002,2873.98999,2885.290039,2885.290039,158600.0
2019-11-24,2906.23999,2925.02002,2873.98999,2885.290039,2885.290039,158600.0
2019-11-25,2885.610107,2906.610107,2880.649902,2906.169922,2906.169922,178600.0
2019-11-26,2912.52002,2915.040039,2897.929932,2907.060059,2907.060059,170000.0
2019-11-27,2905.399902,2914.48999,2893.419922,2903.189941,2903.189941,133900.0
2019-11-28,2902.364014,2909.840088,2883.434082,2889.693115,2889.693115,119500.0
2019-11-29,2885.969971,2892.389893,2858.580078,2871.97998,2871.97998,122600.0
2019-11-30,2885.969971,2892.389893,2858.580078,2871.97998,2871.97998,122600.0
2019-12-01,2885.969971,2892.389893,2858.580078,2871.97998,2871.97998,122600.0
2019-12-02,2874.449951,2888.889893,2870.23999,2875.810059,2875.810059,128800.0
2019-12-03,2869.879883,2884.860107,2857.320068,2884.699951,2884.699951,123800.0
2019-12-04,2876.907959,2882.498047,2869.422119,2878.115967,2878.115967,125500.0
2019-12-05,2886.516113,2902.001953,2885.080078,2899.468994,2899.468994,143200.0
2019-12-06,2902.278076,2912.013916,2894.750977,2912.013916,2912.013916,134100.0
2019-12-07,2902.278076,2912.013916,2894.750977,2912.013916,2912.013916,134100.0
2019-12-08,2902.278076,2912.013916,2894.750977,2912.013916,2912.013916,134100.0
2019-12-09,2914.458008,2919.589111,2905.25,2914.478027,2914.478027,160800.0
2019-12-10,2908.944092,2919.200928,2902.790039,2917.315918,2917.315918,170100.0
2019-12-11,2922.602051,2928.256104,2915.000977,2924.416992,2924.416992,165500.0
2019-12-12,2926.342041,2926.342041,2913.476074,2915.697998,2915.697998,151800.0
2019-12-13,2937.775879,2969.980957,2935.849121,2967.676025,2967.676025,212000.0
2019-12-14,2937.775879,2969.980957,2935.849121,2967.676025,2967.676025,212000.0
2019-12-15,2937.775879,2969.980957,2935.849121,2967.676025,2967.676025,212000.0
2019-12-16,2970.968994,2984.641113,2958.706055,2984.393066,2984.393066,211900.0
2019-12-17,2985.261963,3039.383057,2982.496094,3022.422119,3022.422119,293000.0
2019-12-18,3021.466064,3033.233887,3011.720947,3017.043945,3017.043945,244100.0
2019-12-19,3017.153076,3021.417969,3007.991943,3017.065918,3017.065918,208600.0
2019-12-20,3019.639893,3027.483887,3002.26001,3004.937988,3004.937988,215100.0
2019-12-21,3019.639893,3027.483887,3002.26001,3004.937988,3004.937988,215100.0
2019-12-22,3019.639893,3027.483887,3002.26001,3004.937988,3004.937988,215100.0
2019-12-23,2999.035889,3009.337891,2960.435059,2962.750977,2962.750977,205700.0
2019-12-24,2965.825928,2983.819092,2960.684082,2982.680908,2982.680908,163000.0
2019-12-25,2980.427979,2988.291992,2970.656982,2981.881104,2981.881104,175700.0
2019-12-26,2981.249023,3007.35498,2980.396973,3007.35498,3007.35498,182400.0
2019-12-27,3006.852051,3036.113037,3003.631104,3005.035889,3005.035889,247100.0
2019-12-28,3006.852051,3036.113037,3003.631104,3005.035889,3005.035889,247100.0
2019-12-29,3006.852051,3036.113037,3003.631104,3005.035889,3005.035889,247100.0
2019-12-30,2998.168945,3041.396973,2983.343994,3040.023926,3040.023926,248100.0
2019-12-31,3036.385986,3051.677002,3030.511963,3050.124023,3050.124023,217400.0
2020-01-01,3036.385986,3051.677002,3030.511963,3050.124023,3050.124023,217400.0
2020-01-02,3066.335938,3098.100098,3066.335938,3085.197998,3085.197998,292500.0
2020-01-03,3089.021973,3093.819092,3074.518066,3083.785889,3083.785889,261500.0
2020-01-04,3089.021973,3093.819092,3074.518066,3083.785889,3083.785889,261500.0
2020-01-05,3089.021973,3093.819092,3074.518066,3083.785889,3083.785889,261500.0
2020-01-06,3070.908936,3107.202881,3065.309082,3083.407959,3083.407959,312600.0
2020-01-07,3085.488037,3105.450928,3084.329102,3104.802002,3104.802002,276600.0
2020-01-08,3094.239014,3094.239014,3059.131104,3066.893066,3066.893066,297900.0
2020-01-09,3082.639893,3097.329102,3080.131104,3094.88208,3094.88208,243400.0
2020-01-10,3102.293945,3105.225098,3081.395996,3092.291016,3092.291016,210400.0
2020-01-11,3102.293945,3105.225098,3081.395996,3092.291016,3092.291016,210400.0
2020-01-12,3102.293945,3105.225098,3081.395996,3092.291016,3092.291016,210400.0
2020-01-13,3091.49292,3115.570068,3075.384033,3115.570068,3115.570068,210600.0
2020-01-14,3120.666992,3127.168945,3105.60498,3106.820068,3106.820068,230000.0
2020-01-15,3103.169922,3107.939941,3082.040039,3090.040039,3090.040039,202300.0
2020-01-16,3095.733887,3096.37207,3070.884033,3074.081055,3074.081055,203400.0
2020-01-17,3081.464111,3091.951904,3067.25293,3075.496094,3075.496094,190300.0
2020-01-18,3081.464111,3091.951904,3067.25293,3075.496094,3075.496094,190300.0
2020-01-19,3081.464111,3091.951904,3067.25293,3075.496094,3075.496094,190300.0
2020-01-20,3082.113037,3096.311035,3070.47998,3095.787109,3095.787109,210500.0
2020-01-21,3085.790039,3085.790039,3051.22998,3052.139893,3052.139893,234800.0
2020-01-22,3038.487061,3069.25293,3006.268066,3060.754883,3060.754883,223900.0
2020-01-23,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-24,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-25,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-26,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-27,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-28,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-29,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-30,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-01-31,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-02-01,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-02-02,3037.951904,3045.041016,2955.345947,2976.528076,2976.528076,272800.0
2020-02-03,2716.697998,2766.576904,2716.697998,2746.605957,2746.605957,215900.0
2020-02-04,2685.269043,2786.164063,2685.269043,2783.288086,2783.288086,364000.0
2020-02-05,2792.371094,2842.74292,2778.864014,2818.087891,2818.087891,309800.0
2020-02-06,2826.889893,2876.590088,2807.610107,2866.51001,2866.51001,316400.0
2020-02-07,2858.929932,2875.959961,2838.77002,2875.959961,2875.959961,309500.0
2020-02-08,2858.929932,2875.959961,2838.77002,2875.959961,2875.959961,309500.0
2020-02-09,2858.929932,2875.959961,2838.77002,2875.959961,2875.959961,309500.0
2020-02-10,2860.499023,2891.8479,2851.050049,2890.488037,2890.488037,294900.0
2020-02-11,2894.540039,2913.820068,2882.23999,2901.669922,2901.669922,269200.0
2020-02-12,2895.555908,2926.898926,2892.424072,2926.898926,2926.898926,248700.0
2020-02-13,2927.144043,2935.406006,2901.24292,2906.073975,2906.073975,274800.0
2020-02-14,2899.865967,2926.943115,2899.573975,2917.008057,2917.008057,250700.0
2020-02-15,2899.865967,2926.943115,2899.573975,2917.008057,2917.008057,250700.0
2020-02-16,2899.865967,2926.943115,2899.573975,2917.008057,2917.008057,250700.0
2020-02-17,2924.990967,2983.636963,2924.990967,2983.62207,2983.62207,313200.0
2020-02-18,2981.409912,2990.600098,2960.774902,2984.971924,2984.971924,311700.0
2020-02-19,2979.521973,2998.271973,2971.822021,2975.4021,2975.4021,315100.0
2020-02-20,2981.879883,3031.371094,2968.445068,3030.154053,3030.154053,345700.0
2020-02-21,3022.246094,3058.897949,3020.141113,3039.668945,3039.668945,364600.0
2020-02-22,3022.246094,3058.897949,3020.141113,3039.668945,3039.668945,364600.0
2020-02-23,3022.246094,3058.897949,3020.141113,3039.668945,3039.668945,364600.0
2020-02-24,3027.893066,3042.181885,3007.355957,3031.23291,3031.23291,370400.0
2020-02-25,2982.070068,3016.946045,2943.717041,3013.050049,3013.050049,441600.0
2020-02-26,2978.419922,3028.780029,2974.939941,2987.928955,2987.928955,469000.0
2020-02-27,2992.48999,3009.459961,2980.47998,2991.330078,2991.330078,350500.0
2020-02-28,2924.641113,2948.125977,2878.543945,2880.303955,2880.303955,401200.0
2020-02-29,2924.641113,2948.125977,2878.543945,2880.303955,2880.303955,401200.0
2020-03-01,2924.641113,2948.125977,2878.543945,2880.303955,2880.303955,401200.0
2020-03-02,2899.310059,2982.50708,2899.310059,2970.930908,2970.930908,367300.0
2020-03-03,3006.888916,3026.842041,2976.623047,2992.896973,2992.896973,410100.0
2020-03-04,2981.805908,3012.003906,2974.35791,3011.666016,3011.666016,353300.0
2020-03-05,3036.155029,3074.25708,3022.926025,3071.677002,3071.677002,445400.0
2020-03-06,3039.939941,3052.444092,3029.462891,3034.510986,3034.510986,362100.0
2020-03-07,3039.939941,3052.444092,3029.462891,3034.510986,3034.510986,362100.0
2020-03-08,3039.939941,3052.444092,3029.462891,3034.510986,3034.510986,362100.0
2020-03-09,2987.180908,2989.205078,2940.714111,2943.291016,2943.291016,414600.0
2020-03-10,2918.935059,3000.295898,2904.799072,2996.761963,2996.761963,393300.0
2020-03-11,3001.761963,3010.029053,2968.51709,2968.51709,2968.51709,352500.0
2020-03-12,2936.016113,2944.465088,2906.283936,2923.486084,2923.486084,307800.0
2020-03-13,2804.231934,2910.881104,2799.983887,2887.427002,2887.427002,366500.0
2020-03-14,2804.231934,2910.881104,2799.983887,2887.427002,2887.427002,366500.0
2020-03-15,2804.231934,2910.881104,2799.983887,2887.427002,2887.427002,366500.0
2020-03-16,2897.301025,2898.034912,2784.662109,2789.253906,2789.253906,351900.0
2020-03-17,2796.283936,2826.906982,2715.220947,2779.641113,2779.641113,306100.0
2020-03-18,2792.322021,2815.874023,2728.756104,2728.756104,2728.756104,291200.0
2020-03-19,2719.406006,2736.820068,2646.804932,2702.129883,2702.129883,302300.0
2020-03-20,2727.019043,2751.895996,2702.49292,2745.61792,2745.61792,252000.0
2020-03-21,2727.019043,2751.895996,2702.49292,2745.61792,2745.61792,252000.0
2020-03-22,2727.019043,2751.895996,2702.49292,2745.61792,2745.61792,252000.0
2020-03-23,2677.590088,2703.330078,2656.5,2660.169922,2660.169922,249800.0
2020-03-24,2703.019043,2723.406982,2667.133057,2722.437988,2722.437988,257000.0
2020-03-25,2775.302979,2788.63501,2757.802002,2781.591064,2781.591064,273100.0
2020-03-26,2761.895996,2788.503906,2753.427979,2764.910889,2764.910889,234100.0
2020-03-27,2792.983887,2805.548096,2771.756104,2772.202881,2772.202881,240800.0
2020-03-28,2792.983887,2805.548096,2771.756104,2772.202881,2772.202881,240800.0
2020-03-29,2792.983887,2805.548096,2771.756104,2772.202881,2772.202881,240800.0
2020-03-30,2739.718994,2759.099121,2723.053955,2747.214111,2747.214111,239700.0
2020-03-31,2767.306885,2771.167969,2743.11499,2750.295898,2750.295898,218600.0
2020-04-01,2743.541016,2773.364014,2731.079102,2734.521973,2734.521973,217300.0
2020-04-02,2720.228027,2780.637939,2719.904053,2780.637939,2780.637939,217900.0
2020-04-03,2773.575928,2780.586914,2754.072998,2763.987061,2763.987061,200800.0
2020-04-04,2773.575928,2780.586914,2754.072998,2763.987061,2763.987061,200800.0
2020-04-05,2773.575928,2780.586914,2754.072998,2763.987061,2763.987061,200800.0
2020-04-06,2773.575928,2780.586914,2754.072998,2763.987061,2763.987061,200800.0
2020-04-07,2806.968018,2823.2771,2801.839111,2820.762939,2820.762939,270200.0
2020-04-08,2805.916992,2823.214111,2800.295898,2815.368896,2815.368896,243500.0
2020-04-09,2825.839111,2832.39502,2820.433105,2825.904053,2825.904053,238200.0
2020-04-10,2827.187012,2833.014893,2789.976074,2796.631104,2796.631104,233500.0
2020-04-11,2827.187012,2833.014893,2789.976074,2796.631104,2796.631104,233500.0
2020-04-12,2827.187012,2833.014893,2789.976074,2796.631104,2796.631104,233500.0
2020-04-13,2784.5979,2792.891113,2774.081055,2783.048096,2783.048096,177100.0
2020-04-14,2794.801025,2827.298096,2789.427979,2827.282959,2827.282959,202700.0
2020-04-15,2826.662109,2829.75,2808.704102,2811.174072,2811.174072,205600.0
2020-04-16,2798.429932,2823.337891,2796.839111,2819.935059,2819.935059,203000.0
2020-04-17,2835.558105,2854.959961,2830.021973,2838.495117,2838.495117,245700.0
2020-04-18,2835.558105,2854.959961,2830.021973,2838.495117,2838.495117,245700.0
2020-04-19,2835.558105,2854.959961,2830.021973,2838.495117,2838.495117,245700.0
2020-04-20,2840.408936,2852.98999,2833.261963,2852.552979,2852.552979,211800.0
2020-04-21,2842.237061,2842.237061,2808.020996,2827.012939,2827.012939,233200.0
2020-04-22,2814.065918,2843.97998,2808.481934,2843.97998,2843.97998,217300.0
2020-04-23,2850.51001,2853.635986,2835.895996,2838.499023,2838.499023,248800.0
2020-04-24,2834.938965,2834.938965,2802.499023,2808.529053,2808.529053,235200.0
2020-04-25,2834.938965,2834.938965,2802.499023,2808.529053,2808.529053,235200.0
2020-04-26,2834.938965,2834.938965,2802.499023,2808.529053,2808.529053,235200.0
2020-04-27,2812.241943,2832.666016,2802.958008,2815.495117,2815.495117,210100.0
2020-04-28,2819.990967,2821.745117,2758.246094,2810.023926,2810.023926,253900.0
2020-04-29,2801.383057,2831.763916,2800.738037,2822.441895,2822.441895,202100.0
2020-04-30,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-01,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-02,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-03,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-04,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-05,2832.384033,2865.590088,2832.384033,2860.082031,2860.082031,242500.0
2020-05-06,2831.633057,2879.262939,2830.654053,2878.139893,2878.139893,249800.0
2020-05-07,2876.4729,2882.021973,2864.581055,2871.522949,2871.522949,226700.0
2020-05-08,2882.709961,2903.800049,2879.199951,2895.340088,2895.340088,226800.0
2020-05-09,2882.709961,2903.800049,2879.199951,2895.340088,2895.340088,226800.0
2020-05-10,2882.709961,2903.800049,2879.199951,2895.340088,2895.340088,226800.0
2020-05-11,2901.570068,2914.280029,2884.379883,2894.800049,2894.800049,225100.0
2020-05-12,2894.616943,2897.9021,2871.22998,2891.555908,2891.555908,197100.0
2020-05-13,2882.955078,2900.259033,2875.534912,2898.050049,2898.050049,185100.0
2020-05-14,2887.058105,2887.058105,2869.183105,2870.342041,2870.342041,197800.0
2020-05-15,2880.707031,2884.219971,2863.370117,2868.458984,2868.458984,189000.0
2020-05-16,2880.707031,2884.219971,2863.370117,2868.458984,2868.458984,189000.0
2020-05-17,2880.707031,2884.219971,2863.370117,2868.458984,2868.458984,189000.0
2020-05-18,2872.523926,2889.97998,2862.270996,2875.417969,2875.417969,226000.0
2020-05-19,2897.687012,2900.218994,2887.576904,2898.575928,2898.575928,197200.0
2020-05-20,2896.466064,2896.466064,2876.177002,2883.738037,2883.738037,210500.0
2020-05-21,2890.720947,2891.518066,2864.207031,2867.924072,2867.924072,203500.0
2020-05-22,2863.045898,2863.045898,2808.018066,2813.764893,2813.764893,209100.0
2020-05-23,2863.045898,2863.045898,2808.018066,2813.764893,2813.764893,209100.0
2020-05-24,2863.045898,2863.045898,2808.018066,2813.764893,2813.764893,209100.0
2020-05-25,2816.240967,2821.498047,2802.465088,2817.969971,2817.969971,172900.0
2020-05-26,2827.896973,2848.336914,2825.900879,2846.547119,2846.547119,174600.0
2020-05-27,2847.320068,2848.99707,2831.927979,2836.803955,2836.803955,198100.0
2020-05-28,2838.207031,2861.924072,2820.145996,2846.221924,2846.221924,207500.0
2020-05-29,2835.583984,2855.375977,2829.626953,2852.351074,2852.351074,206800.0
2020-05-30,2835.583984,2855.375977,2829.626953,2852.351074,2852.351074,206800.0
2020-05-31,2835.583984,2855.375977,2829.626953,2852.351074,2852.351074,206800.0
2020-06-01,2871.964111,2917.150879,2871.964111,2915.430908,2915.430908,260200.0
2020-06-02,2916.316895,2926.358887,2909.12793,2921.397949,2921.397949,256100.0
2020-06-03,2930.391113,2942.76001,2922.660889,2923.371094,2923.371094,255700.0
2020-06-04,2931.837891,2932.968018,2910.751953,2919.250977,2919.250977,226600.0
2020-06-05,2923.188965,2930.799072,2909.11792,2930.799072,2930.799072,217400.0
2020-06-06,2923.188965,2930.799072,2909.11792,2930.799072,2930.799072,217400.0
2020-06-07,2923.188965,2930.799072,2909.11792,2930.799072,2930.799072,217400.0
2020-06-08,2941.981934,2950.065918,2934.209961,2937.770996,2937.770996,231100.0
2020-06-09,2939.534912,2957.118896,2932.938965,2956.112061,2956.112061,209000.0
2020-06-10,2951.278076,2951.330078,2934.843018,2943.75293,2943.75293,207900.0
2020-06-11,2939.791016,2952.650879,2912.193115,2920.896973,2920.896973,233700.0
2020-06-12,2876.802979,2930.254883,2872.616943,2919.740967,2919.740967,236000.0
2020-06-13,2876.802979,2930.254883,2872.616943,2919.740967,2919.740967,236000.0
2020-06-14,2876.802979,2930.254883,2872.616943,2919.740967,2919.740967,236000.0
2020-06-15,2908.280029,2922.540039,2890.030029,2890.030029,2890.030029,243200.0
2020-06-16,2912.830078,2931.780029,2909.129883,2931.75,2931.75,223300.0
2020-06-17,2932.669922,2936.620117,2919.040039,2935.870117,2935.870117,234700.0
2020-06-18,2929.879883,2942.899902,2920.110107,2939.320068,2939.320068,258700.0
2020-06-19,2938.790039,2973.320068,2935.820068,2967.629883,2967.629883,264300.0
2020-06-20,2938.790039,2973.320068,2935.820068,2967.629883,2967.629883,264300.0
2020-06-21,2938.790039,2973.320068,2935.820068,2967.629883,2967.629883,264300.0
2020-06-22,2966.900879,2983.437988,2959.034912,2965.271973,2965.271973,267900.0
2020-06-23,2960.887939,2972.403076,2949.846924,2970.620117,2970.620117,225200.0
2020-06-24,2972.98291,2982.943115,2971.224121,2979.551025,2979.551025,213200.0
2020-06-25,2972.98291,2982.943115,2971.224121,2979.551025,2979.551025,213200.0
2020-06-26,2972.98291,2982.943115,2971.224121,2979.551025,2979.551025,213200.0
2020-06-27,2972.98291,2982.943115,2971.224121,2979.551025,2979.551025,213200.0
2020-06-28,2972.98291,2982.943115,2971.224121,2979.551025,2979.551025,213200.0
2020-06-29,2973.075928,2977.912109,2951.77002,2961.516113,2961.516113,220600.0
2020-06-30,2965.10498,2990.824951,2965.10498,2984.674072,2984.674072,215000.0
2020-07-01,2991.180908,3026.186035,2984.983887,3025.980957,3025.980957,273300.0
2020-07-02,3023.718994,3092.443115,3021.674072,3090.569092,3090.569092,391100.0
2020-07-03,3103.995117,3152.812988,3103.995117,3152.812988,3152.812988,458800.0
2020-07-04,3103.995117,3152.812988,3103.995117,3152.812988,3152.812988,458800.0
2020-07-05,3103.995117,3152.812988,3103.995117,3152.812988,3152.812988,458800.0
2020-07-06,3187.839111,3337.271973,3187.839111,3332.881104,3332.881104,643900.0
2020-07-07,3380.954102,3407.081055,3336.241943,3345.336914,3345.336914,657800.0
2020-07-08,3337.552002,3421.531006,3327.706055,3403.439941,3403.439941,587100.0
2020-07-09,3403.48291,3456.971924,3393.637939,3450.593994,3450.593994,620000.0
2020-07-10,3418.935059,3433.108887,3372.50708,3383.322021,3383.322021,556100.0
2020-07-11,3418.935059,3433.108887,3372.50708,3383.322021,3383.322021,556100.0
2020-07-12,3418.935059,3433.108887,3372.50708,3383.322021,3383.322021,556100.0
2020-07-13,3379.386963,3458.791016,3369.038086,3443.285889,3443.285889,558000.0
2020-07-14,3435.023926,3451.221924,3366.083008,3414.618896,3414.618896,543200.0
2020-07-15,3422.077881,3432.450928,3345.749023,3361.303955,3361.303955,492000.0
2020-07-16,3356.358887,3373.531982,3209.727051,3210.099121,3210.099121,490600.0
2020-07-17,3214.4021,3252.779053,3181.274902,3214.128906,3214.128906,359700.0
2020-07-18,3214.4021,3252.779053,3181.274902,3214.128906,3214.128906,359700.0
2020-07-19,3214.4021,3252.779053,3181.274902,3214.128906,3214.128906,359700.0
2020-07-20,3243.910889,3314.148926,3220.684082,3314.148926,3314.148926,418600.0
2020-07-21,3330.547119,3336.678955,3300.572021,3320.89502,3320.89502,359300.0
2020-07-22,3315.181885,3381.976074,3311.785889,3333.164063,3333.164063,393300.0
2020-07-23,3306.148926,3336.300049,3257.826904,3325.110107,3325.110107,407000.0
2020-07-24,3310.64502,3319.126953,3184.965088,3196.768066,3196.768066,427100.0
2020-07-25,3310.64502,3319.126953,3184.965088,3196.768066,3196.768066,427100.0
2020-07-26,3310.64502,3319.126953,3184.965088,3196.768066,3196.768066,427100.0
2020-07-27,3210.385986,3221.985107,3174.657959,3205.227051,3205.227051,299300.0
2020-07-28,3226.133057,3245.297119,3208.493896,3227.959961,3227.959961,289400.0
2020-07-29,3221.988037,3294.552002,3209.98999,3294.552002,3294.552002,324900.0
2020-07-30,3299.572021,3312.450928,3282.162109,3286.822021,3286.822021,340700.0
2020-07-31,3280.795898,3333.785889,3261.614014,3310.00708,3310.00708,353800.0
2020-08-01,3280.795898,3333.785889,3261.614014,3310.00708,3310.00708,353800.0
2020-08-02,3280.795898,3333.785889,3261.614014,3310.00708,3310.00708,353800.0
2020-08-03,3332.183105,3368.103027,3327.677002,3367.966064,3367.966064,407500.0
2020-08-04,3376.439941,3391.070068,3352.5,3371.689941,3371.689941,442300.0
2020-08-05,3363.330078,3383.639893,3333.879883,3377.560059,3377.560059,385800.0
2020-08-06,3380.76001,3392.699951,3334.330078,3386.459961,3386.459961,415300.0
2020-08-07,3370.587891,3374.133057,3307.712891,3354.034912,3354.034912,403900.0
2020-08-08,3370.587891,3374.133057,3307.712891,3354.034912,3354.034912,403900.0
2020-08-09,3370.587891,3374.133057,3307.712891,3354.034912,3354.034912,403900.0
2020-08-10,3341.528076,3399.931885,3335.042969,3379.251953,3379.251953,381400.0
2020-08-11,3379.487061,3409.059082,3336.094971,3340.290039,3340.290039,400500.0
2020-08-12,3327.49292,3335.729004,3263.264893,3319.266113,3319.266113,378300.0
2020-08-13,3328.175049,3338.1521,3309.462891,3320.726074,3320.726074,324300.0
2020-08-14,3315.668945,3362.0271,3302.736084,3360.099121,3360.099121,306000.0
2020-08-15,3315.668945,3362.0271,3302.736084,3360.099121,3360.099121,306000.0
2020-08-16,3315.668945,3362.0271,3302.736084,3360.099121,3360.099121,306000.0
2020-08-17,3373.9021,3450.898926,3369.374023,3438.801025,3438.801025,434600.0
2020-08-18,3441.934082,3456.720947,3432.639893,3451.089111,3451.089111,380700.0
2020-08-19,3444.564941,3454.460938,3406.164063,3408.128906,3408.128906,405700.0
2020-08-20,3385.965088,3394.556885,3352.7771,3363.898926,3363.898926,335600.0
2020-08-21,3380.227051,3393.917969,3358.000977,3380.683105,3380.683105,287500.0
2020-08-22,3380.227051,3393.917969,3358.000977,3380.683105,3380.683105,287500.0
2020-08-23,3380.227051,3393.917969,3358.000977,3380.683105,3380.683105,287500.0
2020-08-24,3391.113037,3396.565918,3368.025879,3385.637939,3385.637939,266200.0
2020-08-25,3392.879883,3408.870117,3364.159912,3373.577881,3373.577881,277100.0
2020-08-26,3371.808105,3382.603027,3320.135986,3329.739014,3329.739014,294500.0
2020-08-27,3333.48999,3351.830078,3312.98999,3350.110107,3350.110107,237100.0
2020-08-28,3346.289063,3405.876953,3339.648926,3403.806885,3403.806885,271300.0
2020-08-29,3346.289063,3405.876953,3339.648926,3403.806885,3403.806885,271300.0
2020-08-30,3346.289063,3405.876953,3339.648926,3403.806885,3403.806885,271300.0
2020-08-31,3416.550049,3442.736084,3395.468018,3395.677979,3395.677979,323500.0
2020-09-01,3389.741943,3410.606934,3381.710938,3410.606934,3410.606934,247000.0
2020-09-02,3420.468994,3421.395996,3377.210938,3404.802002,3404.802002,261500.0
2020-09-03,3404.031982,3425.628906,3374.262939,3384.980957,3384.980957,255300.0
2020-09-04,3336.407959,3360.105957,3328.552002,3355.366943,3355.366943,221600.0
2020-09-05,3336.407959,3360.105957,3328.552002,3355.366943,3355.366943,221600.0
2020-09-06,3336.407959,3360.105957,3328.552002,3355.366943,3355.366943,221600.0
2020-09-07,3349.917969,3368.245117,3285.633057,3292.591064,3292.591064,260600.0
2020-09-08,3301.217041,3324.393066,3276.443115,3316.416992,3316.416992,271100.0
2020-09-09,3280.99707,3289.61499,3238.561035,3254.62793,3254.62793,351500.0
2020-09-10,3282.231934,3285.4729,3227.644043,3234.822998,3234.822998,312500.0
2020-09-11,3225.783936,3262.498047,3220.535889,3260.345947,3260.345947,221700.0
2020-09-12,3225.783936,3262.498047,3220.535889,3260.345947,3260.345947,221700.0
2020-09-13,3225.783936,3262.498047,3220.535889,3260.345947,3260.345947,221700.0
2020-09-14,3275.917969,3283.532959,3261.147949,3278.813965,3278.813965,213900.0
2020-09-15,3277.12793,3297.689941,3263.751953,3295.679932,3295.679932,197700.0
2020-09-16,3293.167969,3302.456055,3271.074951,3283.924072,3283.924072,200400.0
2020-09-17,3277.323975,3290.408936,3248.499023,3270.435059,3270.435059,202900.0
2020-09-18,3270.910889,3338.323975,3268.525879,3338.090088,3338.090088,256300.0
2020-09-19,3270.910889,3338.323975,3268.525879,3338.090088,3338.090088,256300.0
2020-09-20,3270.910889,3338.323975,3268.525879,3338.090088,3338.090088,256300.0
2020-09-21,3348.898926,3350.589111,3313.071045,3316.935059,3316.935059,216500.0
2020-09-22,3290.666016,3320.228027,3265.702881,3274.302002,3274.302002,214000.0
2020-09-23,3278.835938,3289.761963,3264.891113,3279.710938,3279.710938,169200.0
